course_id,term_season,major_group,total_enrollments
ETST-253,Summer,Anatomy and Physiology,1
ETST-255,Fall,Health Promotion,1
ETST-255,Spring,Exercise Science,2
ETST-257,Fall,Exercise Science,1
ETST-260,Spring,Environmental and Public Health,1
ETST-265,Fall,Exercise Science,2
ETST-270,Fall,Exercise Science,1
ETST-277,Fall,Health Promotion,2
ETST-305,Fall,Anatomy and Physiology,1
ETST-354,Fall,Anatomy and Physiology,1
ETST-420,Fall,Exercise Science,2
ETST-430,Spring,Microbiology and Infectious Disease,1
ETST-444,Spring,Anatomy and Physiology,1
F-101,Fall,Exercise Science,2
F-209,Fall,Exercise Science,1
F-313,Spring,Exercise Science,2
FACS-320,Fall,Health Promotion,5
FACS-320,Summer,Exercise Science,2
FIN-200,Fall,Health Promotion,12
FIN-200,Spring,Health Promotion,8
FIN-300,Fall,Health Promotion,1
FIN-300,Summer,Anatomy and Physiology,1
FIN-305,Fall,Exercise Science,2
FIN-305,Spring,Exercise Science,4
FIN-305,Summer,Anatomy and Physiology,1
FIN-310,Spring,Health Promotion,1
FSHN-115,Fall,Anatomy and Physiology,10
FSHN-115,Spring,Exercise Science,11
FSHN-125,Fall,Exercise Science,7
FSHN-125,Spring,Exercise Science,4
FSHN-125,Summer,Anatomy and Physiology,1
FSHN-150,Fall,Exercise Science,377
FSHN-150,Spring,Exercise Science,217
FSHN-150,Summer,Exercise Science,23
FSHN-180A2,Fall,Anatomy and Physiology,10
FSHN-192,Fall,Exercise Science,2
FSHN-220,Fall,Exercise Science,26
FSHN-292,Fall,Exercise Science,1
FSHN-300,Fall,Environmental and Public Health,1
FSHN-300,Spring,Exercise Science,2
FSHN-301,Spring,Exercise Science,1
FSHN-340,Fall,Exercise Science,4
FSHN-340,Spring,Exercise Science,8
FSHN-342A,Summer,Health Promotion,2
FSHN-350,Fall,Anatomy and Physiology,19
FSHN-350,Spring,Anatomy and Physiology,28
FSHN-350,Summer,Exercise Science,9
FSHN-360,Spring,Health Promotion,1
FSHN-382A,Summer,Exercise Science,2
FSHN-428,Spring,Exercise Science,3
FSHN-435,Summer,Exercise Science,2
FSHN-444,Fall,Exercise Science,14
FSHN-444,Spring,Exercise Science,3
FSHN-444,Summer,Exercise Science,2
FSHN-445,Fall,Exercise Science,1
FSHN-449,Fall,Exercise Science,3
FSHN-451,Fall,Exercise Science,2
FSHN-453,Spring,Exercise Science,2
FSHN-455,Fall,Anatomy and Physiology,2
FSHN-459,Fall,Exercise Science,15
FSHN-461,Fall,Exercise Science,1
FSHN-470,Spring,Behavioral and Cognitive Neuroscience,1
FSHN-480A1,Spring,Exercise Science,1
FSHN-486B,Fall,Exercise Science,1
FSHN-525,Fall,Health Promotion,1
FTEC-110,Spring,Cell and Molecular Neuroscience,2
FTEC-110,Summer,Health Promotion,1
FTEC-115,Fall,Anatomy and Physiology,2
FTEC-115,Spring,Exercise Science,2
FTEC-155,Fall,Exercise Science,1
FTEC-205,Fall,Exercise Science,1
FTEC-210,Fall,Anatomy and Physiology,2
FTEC-292,Fall,Health Promotion,1
FTEC-360,Spring,Microbiology and Infectious Disease,2
FTEC-400,Fall,Environmental and Public Health,15
FTEC-400,Spring,Environmental and Public Health,4
FTEC-574,Spring,Microbiology and Infectious Disease,2
FW-104,Fall,Exercise Science,5
FW-104,Spring,Health Promotion,3
FW-179,Fall,Exercise Science,2
FW-179,Spring,Health Promotion,2
FW-380A1,Fall,Exercise Science,2
GEOL-110,Fall,Exercise Science,2
GEOL-110,Summer,Exercise Science,1
GEOL-120,Fall,Health Promotion,3
GEOL-120,Spring,Exercise Science,5
GEOL-121,Fall,Health Promotion,3
GEOL-121,Spring,Exercise Science,5
GEOL-122,Fall,Exercise Science,2
GEOL-122,Spring,Health Promotion,2
GEOL-124,Fall,Anatomy and Physiology,1
GEOL-150,Fall,Environmental and Public Health,2
GEOL-154,Spring,Environmental and Public Health,2
GEOL-192,Fall,Exercise Science,1
GEOL-250,Spring,Environmental and Public Health,2
GES-101,Fall,Health Promotion,2
GES-101,Spring,Exercise Science,2
GES-120,Spring,Environmental and Public Health,1
GES-141,Fall,Health Promotion,2
GES-280A2,Fall,Microbiology and Infectious Disease,1
GES-465,Fall,Environmental and Public Health,1
GR-100,Fall,Health Promotion,3
GR-100,Spring,Environmental and Public Health,1
GR-100,Summer,Health Promotion,1
GR-102,Fall,Exercise Science,3
GR-213,Spring,Anatomy and Physiology,2
GR-217,Fall,Microbiology and Infectious Disease,1
GR-348,Fall,Anatomy and Physiology,1
GRAD-544,Fall,Anatomy and Physiology,1
GRAD-544,Spring,Microbiology and Infectious Disease,4
GRAD-592,Fall,Environmental and Public Health,1
HDFS-101,Fall,Health Promotion,39
HDFS-101,Spring,Health Promotion,29
HDFS-101,Summer,Exercise Science,8
HDFS-201,Fall,Health Promotion,2
HDFS-201,Spring,Anatomy and Physiology,1
HDFS-201,Summer,Behavioral and Cognitive Neuroscience,1
HDFS-217,Fall,Exercise Science,1
HDFS-217,Spring,Health Promotion,3
HDFS-250,Fall,Anatomy and Physiology,1
HDFS-250,Spring,Anatomy and Physiology,1
HDFS-275,Fall,Health Promotion,1
HDFS-277,Fall,Anatomy and Physiology,1
HDFS-277,Spring,Anatomy and Physiology,3
HDFS-310,Fall,Anatomy and Physiology,3
HDFS-310,Spring,Anatomy and Physiology,1
HDFS-310,Summer,Exercise Science,1
HDFS-311,Fall,Exercise Science,2
HDFS-311,Spring,Anatomy and Physiology,1
HDFS-312,Fall,Anatomy and Physiology,1
HDFS-312,Spring,Health Promotion,1
HDFS-315,Fall,Exercise Science,3
HDFS-315,Summer,Anatomy and Physiology,1
HDFS-332,Fall,Health Promotion,1
HDFS-332,Spring,Exercise Science,3
HDFS-334,Fall,Health Promotion,3
HDFS-334,Spring,Health Promotion,1
HDFS-372,Spring,Anatomy and Physiology,1
HDFS-403,Fall,Anatomy and Physiology,1
HDFS-470A,Fall,Microbiology and Infectious Disease,2
HDFS-470A,Spring,Anatomy and Physiology,4
HDFS-484,Spring,Anatomy and Physiology,1
HDFS-497B,Fall,Other,1
HDFS-497C,Spring,Anatomy and Physiology,3
HDFS-497F,Fall,Anatomy and Physiology,1
HDFS-498A,Fall,Anatomy and Physiology,2
HDFS-498A,Spring,Anatomy and Physiology,3
HES-127,Fall,Exercise Science,23
HES-127,Spring,Health Promotion,1
HES-145,Fall,Exercise Science,612
HES-145,Spring,Exercise Science,118
HES-145,Summer,Health Promotion,14
HES-180A1,Fall,Exercise Science,8
HES-202,Fall,Exercise Science,230
HES-202,Spring,Exercise Science,327
HES-202,Summer,Exercise Science,14
HES-207,Fall,Exercise Science,650
HES-207,Spring,Exercise Science,496
HES-207,Summer,Health Promotion,44
HES-232,Fall,Health Promotion,99
HES-232,Spring,Health Promotion,72
HES-300,Fall,Health Promotion,65
HES-300,Spring,Health Promotion,78
HES-300,Summer,Health Promotion,17
HES-303,Fall,Health Promotion,97
HES-303,Spring,Health Promotion,65
HES-303,Summer,Health Promotion,1
HES-307,Fall,Exercise Science,68
HES-307,Spring,Exercise Science,39
HES-307,Summer,Exercise Science,23
HES-309,Fall,Health Promotion,20
HES-319,Fall,Exercise Science,180
HES-319,Spring,Exercise Science,154
HES-319,Summer,Exercise Science,4
HES-340,Fall,Exercise Science,318
HES-340,Spring,Exercise Science,226
HES-340,Summer,Health Promotion,42
HES-345,Fall,Exercise Science,165
HES-345,Spring,Exercise Science,163
HES-345,Summer,Exercise Science,32
HES-354,Fall,Health Promotion,128
HES-354,Spring,Health Promotion,86
HES-354,Summer,Health Promotion,1
HES-355,Spring,Health Promotion,1
HES-360,Fall,Health Promotion,17
HES-379,Fall,Health Promotion,3
HES-379,Spring,Health Promotion,55
HES-386,Fall,Health Promotion,84
HES-386,Spring,Health Promotion,131
HES-386,Summer,Health Promotion,50
HES-403,Fall,Exercise Science,98
HES-403,Spring,Exercise Science,79
HES-403,Summer,Exercise Science,27
HES-404,Fall,Exercise Science,107
HES-404,Spring,Exercise Science,79
HES-404,Summer,Exercise Science,5
HES-419,Fall,Health Promotion,40
HES-420,Fall,Health Promotion,44
HES-420,Spring,Health Promotion,28
HES-432,Fall,Health Promotion,32
HES-432,Spring,Health Promotion,51
HES-434,Fall,Health Promotion,71
HES-434,Spring,Health Promotion,35
HES-440,Spring,Exercise Science,5
HES-455,Fall,Health Promotion,67
HES-455,Spring,Health Promotion,10
HES-478A,Fall,Exercise Science,9
HES-478A,Spring,Exercise Science,5
HES-478B,Fall,Exercise Science,1
HES-478C,Fall,Exercise Science,11
HES-478C,Spring,Exercise Science,3
HES-478C,Summer,Exercise Science,1
HES-478D,Fall,Exercise Science,5
HES-480A2,Fall,Health Promotion,13
HES-480A3,Spring,Health Promotion,6
HES-480A4,Fall,Health Promotion,14
HES-484,Fall,Exercise Science,8
HES-484,Spring,Exercise Science,5
HES-486,Fall,Health Promotion,126
HES-486,Spring,Health Promotion,53
HES-486,Summer,Health Promotion,14
HES-487,Fall,Health Promotion,7
HES-487,Summer,Other,1
HES-495A,Fall,Exercise Science,5
HES-495A,Spring,Anatomy and Physiology,2
HES-495C,Fall,Health Promotion,1
HIST-100,Fall,Exercise Science,25
HIST-100,Spring,Exercise Science,21
HIST-100,Summer,Health Promotion,5
HIST-101,Fall,Exercise Science,13
HIST-101,Spring,Exercise Science,10
HIST-101,Summer,Health Promotion,3
HIST-115,Fall,Exercise Science,1
HIST-115,Spring,Health Promotion,2
HIST-116,Fall,Anatomy and Physiology,2
HIST-120,Fall,Exercise Science,5
HIST-120,Spring,Anatomy and Physiology,3
HIST-121,Spring,Exercise Science,6
HIST-121,Summer,Behavioral and Cognitive Neuroscience,1
HIST-150,Fall,Exercise Science,20
HIST-150,Spring,Exercise Science,12
HIST-150,Summer,Exercise Science,5
HIST-151,Fall,Exercise Science,57
HIST-151,Spring,Exercise Science,47
HIST-151,Summer,Exercise Science,7
HIST-170,Fall,Exercise Science,4
HIST-170,Spring,Exercise Science,4
HIST-171,Fall,Exercise Science,12
HIST-171,Spring,Exercise Science,9
HIST-171,Summer,Anatomy and Physiology,1
HIST-201,Fall,Health Promotion,2
HIST-250,Fall,Exercise Science,1
HIST-255,Spring,Exercise Science,1
HIST-301,Fall,Anatomy and Physiology,1
HIST-309,Spring,Anatomy and Physiology,1
HIST-311,Fall,Exercise Science,1
HIST-317,Fall,Behavioral and Cognitive Neuroscience,1
HIST-318,Fall,Anatomy and Physiology,1
HIST-338,Spring,Anatomy and Physiology,1
HIST-345,Spring,Exercise Science,1
HIST-349,Fall,Health Promotion,1
HIST-351,Fall,Anatomy and Physiology,1
HIST-355,Fall,Exercise Science,1
HIST-355,Summer,Exercise Science,1
HIST-359,Summer,Behavioral and Cognitive Neuroscience,1
HIST-366,Spring,Anatomy and Physiology,1
HIST-370,Spring,Anatomy and Physiology,1
HIST-431,Fall,Exercise Science,1
HONR-110,Fall,Anatomy and Physiology,46
HONR-192,Fall,Anatomy and Physiology,201
HONR-193,Fall,Exercise Science,1
HONR-193,Spring,Anatomy and Physiology,77
HONR-292A,Fall,Anatomy and Physiology,5
HONR-292A,Spring,Anatomy and Physiology,1
HONR-292B,Fall,Anatomy and Physiology,38
HONR-292B,Spring,Anatomy and Physiology,14
HONR-292B,Summer,Anatomy and Physiology,6
HONR-292C,Fall,Anatomy and Physiology,16
HONR-292C,Spring,Anatomy and Physiology,4
HONR-384,Fall,Exercise Science,1
HONR-384,Spring,Behavioral and Cognitive Neuroscience,1
HONR-392,Fall,Anatomy and Physiology,17
HONR-392,Spring,Anatomy and Physiology,12
HONR-392,Summer,Anatomy and Physiology,4
HONR-397,Fall,Health Promotion,1
HONR-397,Spring,Exercise Science,3
HONR-399,Fall,Anatomy and Physiology,13
HONR-399,Spring,Anatomy and Physiology,47
HONR-399,Summer,Anatomy and Physiology,1
HONR-492,Fall,Anatomy and Physiology,9
HONR-492,Spring,Exercise Science,13
HONR-492,Summer,Behavioral and Cognitive Neuroscience,2
HONR-499,Fall,Anatomy and Physiology,21
HONR-499,Spring,Anatomy and Physiology,5
HORT-100,Fall,Behavioral and Cognitive Neuroscience,2
HORT-100,Spring,Cell and Molecular Neuroscience,2
HORT-171,Fall,Anatomy and Physiology,6
HORT-260,Fall,Cell and Molecular Neuroscience,2
HORT-310,Spring,Cell and Molecular Neuroscience,1
HORT-345,Summer,Anatomy and Physiology,1
HORT-401,Fall,Anatomy and Physiology,1
HORT-462,Fall,Cell and Molecular Neuroscience,1
IDEA-110,Fall,Anatomy and Physiology,1
IDEA-210,Fall,Exercise Science,2
IDEA-210,Spring,Other,2
IDEA-210,Summer,Anatomy and Physiology,5
IE-116,Fall,Anatomy and Physiology,2
IE-149A,Fall,Anatomy and Physiology,1
IE-182A,Fall,Anatomy and Physiology,1
IE-200,Fall,Health Promotion,6
IE-200,Spring,Exercise Science,4
IE-252A,Spring,Cell and Molecular Neuroscience,1
IE-252B,Spring,Exercise Science,3
IE-270,Spring,Health Promotion,1
IE-282B,Fall,Health Promotion,1
IE-382G,Spring,Anatomy and Physiology,6
IE-387,Summer,Anatomy and Physiology,1
INST-179A,Fall,Anatomy and Physiology,1
INST-179B,Fall,Anatomy and Physiology,1
INST-179C,Fall,Anatomy and Physiology,1
INST-182B,Fall,Anatomy and Physiology,1
INST-200,Fall,Anatomy and Physiology,4
INST-200,Spring,Behavioral and Cognitive Neuroscience,1
INST-200,Summer,Anatomy and Physiology,1
INTD-110,Fall,Behavioral and Cognitive Neuroscience,1
INTD-110,Spring,Exercise Science,1
INTD-129,Fall,Exercise Science,1
INTD-129,Spring,Behavioral and Cognitive Neuroscience,1
INTD-129,Summer,Exercise Science,2
INTD-166,Spring,Exercise Science,4
INTD-359,Spring,Microbiology and Infectious Disease,1
IU-170,Fall,Anatomy and Physiology,2
IU-170,Spring,Exercise Science,4
IU-171,Spring,Exercise Science,4
IU-172,Fall,Anatomy and Physiology,14
IU-172,Spring,Exercise Science,1
IU-172A,Fall,Anatomy and Physiology,15
IU-172A,Spring,Exercise Science,2
IU-173B,Fall,Exercise Science,5
IU-173B,Spring,Behavioral and Cognitive Neuroscience,2
IU-173C,Fall,Environmental and Public Health,1
IU-173C,Spring,Anatomy and Physiology,1
IU-174B,Fall,Exercise Science,6
IU-174B,Spring,Behavioral and Cognitive Neuroscience,2
IU-174D,Fall,Environmental and Public Health,1
IU-180A2,Spring,Environmental and Public Health,1
IU-180A6,Spring,Cell and Molecular Neuroscience,1
IU-180A7,Fall,Anatomy and Physiology,1
IU-181A5,Summer,Anatomy and Physiology,1
IU-270,Fall,Anatomy and Physiology,2
IU-270,Summer,Health Promotion,1
IU-271,Spring,Anatomy and Physiology,2
IU-271,Summer,Health Promotion,1
IU-274,Fall,Anatomy and Physiology,13
IU-274,Spring,Anatomy and Physiology,9
IU-300,Fall,Behavioral and Cognitive Neuroscience,2
IU-300,Spring,Microbiology and Infectious Disease,1
IU-470,Fall,Anatomy and Physiology,2
IU-471,Spring,Anatomy and Physiology,2
IU-498,Fall,Anatomy and Physiology,1
JTC-100,Fall,Exercise Science,9
JTC-100,Spring,Health Promotion,3
JTC-100,Summer,Exercise Science,1
JTC-192,Fall,Exercise Science,1
JTC-203,Fall,Health Promotion,1
JTC-210,Fall,Exercise Science,9
JTC-210,Spring,Exercise Science,2
JTC-211,Fall,Microbiology and Infectious Disease,2
JTC-211,Spring,Exercise Science,4
JTC-270,Fall,Exercise Science,2
JTC-300,Fall,Anatomy and Physiology,12
JTC-300,Spring,Anatomy and Physiology,27
JTC-300,Summer,Anatomy and Physiology,4
JTC-301,Fall,Microbiology and Infectious Disease,1
JTC-301,Spring,Anatomy and Physiology,3
JTC-301,Summer,Exercise Science,1
JTC-326,Spring,Microbiology and Infectious Disease,1
JTC-350,Fall,Microbiology and Infectious Disease,1
JTC-354,Fall,Microbiology and Infectious Disease,1
JTC-490,Fall,Exercise Science,1
KEY-175,Fall,Anatomy and Physiology,6
KEY-192A,Fall,Exercise Science,1
KEY-192A,Spring,Exercise Science,22
KEY-192B,Fall,Exercise Science,2
KEY-192C,Fall,Exercise Science,14
KEY-272,Fall,Exercise Science,3
LAND-110,Fall,Health Promotion,3
LAND-110,Spring,Health Promotion,3
LAND-220,Fall,Anatomy and Physiology,1
LARA-250,Fall,Anatomy and Physiology,1
LASL-100,Fall,Exercise Science,6
LASL-100,Spring,Anatomy and Physiology,4
LASL-101,Fall,Anatomy and Physiology,4
LASL-101,Spring,Microbiology and Infectious Disease,2
LASL-200,Fall,Microbiology and Infectious Disease,2
LASL-200,Spring,Anatomy and Physiology,4
LASL-201,Fall,Anatomy and Physiology,4
LASL-201,Spring,Anatomy and Physiology,1
LASL-304,Fall,Microbiology and Infectious Disease,2
LASL-347,Spring,Anatomy and Physiology,1
LB-173,Fall,Anatomy and Physiology,4
LB-173,Spring,Anatomy and Physiology,3
LB-205,Spring,Anatomy and Physiology,1
LB-300,Fall,Anatomy and Physiology,6
LB-300,Spring,Anatomy and Physiology,10
LB-360,Spring,Anatomy and Physiology,1
LCHI-100,Fall,Behavioral and Cognitive Neuroscience,1
LCHI-101,Spring,Health Promotion,1
LCHI-200,Fall,Health Promotion,1
LCHI-201,Spring,Health Promotion,1
LCHI-304,Fall,Behavioral and Cognitive Neuroscience,1
LCHI-305,Spring,Behavioral and Cognitive Neuroscience,1
LCHI-380A1,Fall,Behavioral and Cognitive Neuroscience,1
LCHI-400,Spring,Behavioral and Cognitive Neuroscience,1
LCHI-480A1,Spring,Health Promotion,1
LFRE-100,Fall,Anatomy and Physiology,4
LFRE-100,Spring,Anatomy and Physiology,4
LFRE-101,Fall,Anatomy and Physiology,2
LFRE-101,Spring,Exercise Science,4
LFRE-200,Fall,Exercise Science,2
LFRE-200,Spring,Anatomy and Physiology,1
LFRE-201,Fall,Microbiology and Infectious Disease,1
LFRE-201,Spring,Exercise Science,1
LFRE-251,Spring,Microbiology and Infectious Disease,1
LFRE-300,Fall,Anatomy and Physiology,1
LFRE-300,Spring,Behavioral and Cognitive Neuroscience,1
LFRE-301,Fall,Anatomy and Physiology,1
LFRE-313,Fall,Anatomy and Physiology,1
LFRE-335,Spring,Anatomy and Physiology,1
LFRE-365,Fall,Anatomy and Physiology,1
LFRE-400,Spring,Anatomy and Physiology,1
LFRE-433A,Fall,Anatomy and Physiology,1
LGEN-465E,Spring,Anatomy and Physiology,1
LGER-100,Fall,Behavioral and Cognitive Neuroscience,2
LGER-100,Spring,Anatomy and Physiology,2
LGER-101,Fall,Anatomy and Physiology,2
LGER-101,Spring,Exercise Science,2
LGER-251,Fall,Anatomy and Physiology,4
LGER-251,Spring,Anatomy and Physiology,1
LGER-345,Fall,Cell and Molecular Neuroscience,1
LGER-400,Fall,Cell and Molecular Neuroscience,1
LGER-434,Spring,Cell and Molecular Neuroscience,1
LIFE-102,Fall,Exercise Science,1112
LIFE-102,Spring,Exercise Science,126
LIFE-102,Summer,Exercise Science,8
LIFE-103,Fall,Exercise Science,70
LIFE-103,Spring,Exercise Science,105
LIFE-162,Fall,Anatomy and Physiology,16
LIFE-201B,Fall,Anatomy and Physiology,3
LIFE-201B,Spring,Behavioral and Cognitive Neuroscience,86
LIFE-201B,Summer,Anatomy and Physiology,4
LIFE-202B,Spring,Behavioral and Cognitive Neuroscience,11
LIFE-203,Spring,Behavioral and Cognitive Neuroscience,185
LIFE-205,Fall,Anatomy and Physiology,2
LIFE-205,Spring,Exercise Science,1
LIFE-205,Summer,Exercise Science,1
LIFE-206,Fall,Exercise Science,3
LIFE-210,Fall,Anatomy and Physiology,291
LIFE-210,Spring,Anatomy and Physiology,6
LIFE-210,Summer,Anatomy and Physiology,42
LIFE-211,Fall,Anatomy and Physiology,13
LIFE-212,Fall,Anatomy and Physiology,522
LIFE-212,Spring,Anatomy and Physiology,30
LIFE-320,Fall,Microbiology and Infectious Disease,4
LIFE-320,Spring,Exercise Science,2
LITA-200,Fall,Cell and Molecular Neuroscience,1
LITA-201,Spring,Health Promotion,1
LJPN-100,Fall,Anatomy and Physiology,2
LJPN-101,Spring,Anatomy and Physiology,2
LJPN-200,Fall,Anatomy and Physiology,6
LJPN-201,Spring,Anatomy and Physiology,2
LJPN-304,Fall,Anatomy and Physiology,1
LJPN-305,Spring,Anatomy and Physiology,1
LJPN-352A,Summer,Anatomy and Physiology,1
LKOR-100,Fall,Anatomy and Physiology,8
LKOR-101,Spring,Anatomy and Physiology,6
LKOR-200,Fall,Anatomy and Physiology,2
LKOR-201,Spring,Behavioral and Cognitive Neuroscience,2
LKOR-300,Fall,Behavioral and Cognitive Neuroscience,1
LRUS-100,Fall,Microbiology and Infectious Disease,1
LSPA-100,Fall,Anatomy and Physiology,2
LSPA-100,Spring,Cell and Molecular Neuroscience,2
LSPA-101,Fall,Anatomy and Physiology,6
LSPA-101,Spring,Anatomy and Physiology,8
LSPA-108,Spring,Anatomy and Physiology,2
LSPA-108,Summer,Anatomy and Physiology,3
LSPA-200,Fall,Anatomy and Physiology,11
LSPA-200,Spring,Exercise Science,5
LSPA-201,Fall,Anatomy and Physiology,9
LSPA-201,Spring,Anatomy and Physiology,9
LSPA-208,Spring,Microbiology and Infectious Disease,1
LSPA-300,Fall,Anatomy and Physiology,12
LSPA-300,Spring,Anatomy and Physiology,7
LSPA-300,Summer,Anatomy and Physiology,2
LSPA-301,Fall,Exercise Science,4
LSPA-301,Spring,Anatomy and Physiology,7
LSPA-310,Fall,Anatomy and Physiology,3
LSPA-310,Spring,Anatomy and Physiology,4
LSPA-313,Fall,Anatomy and Physiology,1
LSPA-313,Spring,Behavioral and Cognitive Neuroscience,1
LSPA-326,Fall,Behavioral and Cognitive Neuroscience,1
LSPA-335,Fall,Anatomy and Physiology,3
LSPA-335,Spring,Anatomy and Physiology,3
LSPA-340,Fall,Anatomy and Physiology,10
LSPA-342,Spring,Anatomy and Physiology,10
LSPA-343,Fall,Anatomy and Physiology,8
LSPA-345,Spring,Anatomy and Physiology,1
LSPA-346,Fall,Anatomy and Physiology,2
LSPA-346,Spring,Anatomy and Physiology,2
LSPA-346,Summer,Anatomy and Physiology,4
LSPA-348,Spring,Anatomy and Physiology,4
LSPA-400,Fall,Anatomy and Physiology,7
LSPA-400,Spring,Anatomy and Physiology,1
LSPA-436,Fall,Anatomy and Physiology,1
LSPA-443,Fall,Anatomy and Physiology,1
LSPA-444,Spring,Anatomy and Physiology,3
LSPA-495,Summer,Exercise Science,1
MATH-101,Fall,Health Promotion,10
MATH-101,Spring,Other,6
MATH-101,Summer,Exercise Science,1
MATH-105,Fall,Microbiology and Infectious Disease,2
MATH-116,Fall,Exercise Science,16
MATH-116,Spring,Health Promotion,12
MATH-117,Fall,Exercise Science,171
MATH-117,Spring,Exercise Science,33
MATH-117,Summer,Health Promotion,6
MATH-118,Fall,Exercise Science,350
MATH-118,Spring,Exercise Science,82
MATH-118,Summer,Exercise Science,19
MATH-120,Fall,Exercise Science,17
MATH-120,Spring,Health Promotion,18
MATH-120,Summer,Exercise Science,3
MATH-124,Fall,Exercise Science,225
MATH-124,Spring,Exercise Science,154
MATH-124,Summer,Exercise Science,17
MATH-125,Fall,Exercise Science,202
MATH-125,Spring,Exercise Science,246
MATH-125,Summer,Health Promotion,40
MATH-126,Fall,Exercise Science,13
MATH-126,Spring,Cell and Molecular Neuroscience,11
MATH-126,Summer,Behavioral and Cognitive Neuroscience,3
MATH-127,Fall,Anatomy and Physiology,12
MATH-127,Spring,Exercise Science,4
MATH-141,Fall,Exercise Science,1
MATH-141,Spring,Anatomy and Physiology,2
MATH-151,Fall,Cell and Molecular Neuroscience,1
MATH-155,Fall,Anatomy and Physiology,112
MATH-155,Spring,Anatomy and Physiology,120
MATH-155,Summer,Anatomy and Physiology,22
MATH-160,Fall,Exercise Science,8
MATH-160,Spring,Exercise Science,12
MATH-160,Summer,Anatomy and Physiology,2
MATH-161,Fall,Cell and Molecular Neuroscience,20
MATH-161,Spring,Cell and Molecular Neuroscience,7
MATH-161,Summer,Cell and Molecular Neuroscience,2
MATH-192,Fall,Health Promotion,1
MATH-235,Spring,Cell and Molecular Neuroscience,1
MATH-255,Fall,Cell and Molecular Neuroscience,14
MATH-255,Spring,Cell and Molecular Neuroscience,8
MATH-261,Fall,Anatomy and Physiology,3
MATH-261,Spring,Exercise Science,2
MATH-271,Fall,Microbiology and Infectious Disease,1
MATH-340,Spring,Anatomy and Physiology,5
MATH-348,Fall,Cell and Molecular Neuroscience,2
MATH-369,Fall,Anatomy and Physiology,2
MATH-369,Spring,Behavioral and Cognitive Neuroscience,1
MATH-369,Summer,Cell and Molecular Neuroscience,1
MATH-384,Spring,Cell and Molecular Neuroscience,1
MATH-455,Fall,Behavioral and Cognitive Neuroscience,1
MECH-103,Fall,Exercise Science,6
MECH-103,Spring,Exercise Science,4
MECH-105,Fall,Exercise Science,1
MECH-105,Spring,Exercise Science,2
MECH-180A1,Fall,Behavioral and Cognitive Neuroscience,1
MECH-200A,Fall,Anatomy and Physiology,1
MECH-200A,Spring,Exercise Science,2
MECH-200B,Fall,Anatomy and Physiology,1
MECH-200B,Spring,Exercise Science,2
MECH-201,Fall,Anatomy and Physiology,2
