course_id,term_season,major_group,total_enrollments
MECH-201,Spring,Exercise Science,2
MECH-202,Spring,Environmental and Public Health,2
MECH-231,Fall,Anatomy and Physiology,2
MECH-231,Spring,Exercise Science,2
MECH-262,Spring,Exercise Science,1
MECH-324,Spring,Anatomy and Physiology,2
MECH-325,Fall,Anatomy and Physiology,1
MECH-337,Spring,Anatomy and Physiology,2
MECH-342,Summer,Anatomy and Physiology,1
MGT-301,Fall,Anatomy and Physiology,1
MGT-305,Fall,Anatomy and Physiology,3
MGT-305,Spring,Exercise Science,4
MGT-305,Summer,Exercise Science,4
MGT-320,Fall,Anatomy and Physiology,1
MGT-330,Fall,Health Promotion,2
MGT-330,Spring,Behavioral and Cognitive Neuroscience,1
MGT-340,Fall,Exercise Science,2
MGT-340,Spring,Health Promotion,1
MGT-360,Fall,Behavioral and Cognitive Neuroscience,1
MGT-375,Spring,Anatomy and Physiology,1
MGT-376,Spring,Anatomy and Physiology,1
MGT-377,Spring,Anatomy and Physiology,1
MGT-411,Fall,Anatomy and Physiology,1
MGT-420,Fall,Behavioral and Cognitive Neuroscience,1
MGT-476,Spring,Anatomy and Physiology,1
MGT-478,Fall,Anatomy and Physiology,1
MGT-486A,Spring,Anatomy and Physiology,2
MGT-486B,Fall,Anatomy and Physiology,2
MIP-101,Fall,Anatomy and Physiology,1
MIP-101,Spring,Microbiology and Infectious Disease,4
MIP-150,Fall,Microbiology and Infectious Disease,74
MIP-150,Spring,Microbiology and Infectious Disease,59
MIP-192,Fall,Environmental and Public Health,1
MIP-250,Fall,Microbiology and Infectious Disease,121
MIP-250,Summer,Microbiology and Infectious Disease,30
MIP-260,Spring,Microbiology and Infectious Disease,127
MIP-270,Fall,Microbiology and Infectious Disease,17
MIP-280A4,Fall,Microbiology and Infectious Disease,2
MIP-281A1,Fall,Microbiology and Infectious Disease,2
MIP-292,Fall,Environmental and Public Health,1
MIP-292,Spring,Microbiology and Infectious Disease,3
MIP-298,Fall,Microbiology and Infectious Disease,3
MIP-298,Spring,Microbiology and Infectious Disease,4
MIP-300,Fall,Microbiology and Infectious Disease,104
MIP-300,Spring,Anatomy and Physiology,74
MIP-300,Summer,Anatomy and Physiology,14
MIP-302,Fall,Microbiology and Infectious Disease,102
MIP-302,Spring,Anatomy and Physiology,59
MIP-302,Summer,Anatomy and Physiology,3
MIP-303,Fall,Microbiology and Infectious Disease,30
MIP-303,Spring,Anatomy and Physiology,5
MIP-315,Fall,Microbiology and Infectious Disease,21
MIP-315,Spring,Environmental and Public Health,1
MIP-334,Spring,Microbiology and Infectious Disease,1
MIP-342,Fall,Microbiology and Infectious Disease,46
MIP-342,Spring,Microbiology and Infectious Disease,154
MIP-342,Summer,Microbiology and Infectious Disease,14
MIP-343,Spring,Microbiology and Infectious Disease,45
MIP-351,Spring,Microbiology and Infectious Disease,24
MIP-352,Spring,Microbiology and Infectious Disease,16
MIP-355,Spring,Microbiology and Infectious Disease,12
MIP-372,Fall,Microbiology and Infectious Disease,9
MIP-380A2,Fall,Other,1
MIP-380A2,Spring,Microbiology and Infectious Disease,2
MIP-381A1,Fall,Microbiology and Infectious Disease,9
MIP-384,Fall,Microbiology and Infectious Disease,33
MIP-384,Spring,Microbiology and Infectious Disease,16
MIP-384,Summer,Microbiology and Infectious Disease,1
MIP-400A,Spring,Microbiology and Infectious Disease,1
MIP-400C,Fall,Microbiology and Infectious Disease,13
MIP-400H,Fall,Microbiology and Infectious Disease,9
MIP-401,Fall,Microbiology and Infectious Disease,6
MIP-401,Spring,Microbiology and Infectious Disease,21
MIP-401,Summer,Microbiology and Infectious Disease,6
MIP-410,Fall,Microbiology and Infectious Disease,9
MIP-420,Fall,Microbiology and Infectious Disease,51
MIP-425,Fall,Microbiology and Infectious Disease,13
MIP-443,Spring,Microbiology and Infectious Disease,8
MIP-450,Fall,Microbiology and Infectious Disease,63
MIP-462,Fall,Microbiology and Infectious Disease,12
MIP-495,Fall,Anatomy and Physiology,2
MIP-495,Spring,Anatomy and Physiology,2
MIP-496,Fall,Microbiology and Infectious Disease,13
MIP-498,Fall,Microbiology and Infectious Disease,7
MIP-498,Spring,Microbiology and Infectious Disease,4
MIP-525,Fall,Microbiology and Infectious Disease,3
MIP-533,Spring,Microbiology and Infectious Disease,4
MIP-542,Fall,Microbiology and Infectious Disease,1
MIP-550,Spring,Microbiology and Infectious Disease,7
MIP-554,Spring,Behavioral and Cognitive Neuroscience,1
MIP-651,Fall,Microbiology and Infectious Disease,1
MKT-300,Fall,Anatomy and Physiology,1
MKT-305,Fall,Health Promotion,74
MKT-305,Spring,Health Promotion,78
MKT-305,Summer,Health Promotion,13
MKT-307,Spring,Health Promotion,6
MKT-330,Fall,Environmental and Public Health,1
MKT-362,Fall,Exercise Science,1
MKT-363,Fall,Exercise Science,1
MKT-440,Spring,Anatomy and Physiology,1
MKT-492,Fall,Cell and Molecular Neuroscience,1
MLSC-101,Fall,Exercise Science,8
MLSC-102,Spring,Exercise Science,7
MLSC-196,Fall,Exercise Science,8
MLSC-197,Spring,Exercise Science,7
MLSC-201,Fall,Exercise Science,7
MLSC-202,Spring,Health Promotion,2
MLSC-296,Fall,Exercise Science,7
MLSC-297,Spring,Health Promotion,2
MLSC-301,Fall,Anatomy and Physiology,1
MLSC-302,Spring,Exercise Science,1
MLSC-357,Spring,Exercise Science,1
MLSC-396,Fall,Anatomy and Physiology,1
MLSC-397,Spring,Exercise Science,1
MLSC-401,Fall,Exercise Science,1
MLSC-402,Spring,Exercise Science,1
MLSC-496,Fall,Exercise Science,1
MLSC-497,Spring,Exercise Science,1
MU-100,Fall,Exercise Science,242
MU-100,Spring,Exercise Science,98
MU-100,Summer,Exercise Science,16
MU-110,Spring,Exercise Science,1
MU-111,Fall,Anatomy and Physiology,1
MU-111,Spring,Anatomy and Physiology,2
MU-111,Summer,Health Promotion,2
MU-117,Fall,Anatomy and Physiology,3
MU-118,Spring,Anatomy and Physiology,2
MU-127,Fall,Anatomy and Physiology,2
MU-128,Spring,Anatomy and Physiology,2
MU-131,Spring,Anatomy and Physiology,2
MU-132,Fall,Exercise Science,7
MU-132,Spring,Exercise Science,3
MU-132,Summer,Exercise Science,9
MU-133,Fall,Exercise Science,1
MU-133,Spring,Microbiology and Infectious Disease,2
MU-133,Summer,Cell and Molecular Neuroscience,1
MU-150,Fall,Anatomy and Physiology,2
MU-151B,Spring,Anatomy and Physiology,1
MU-159,Fall,Microbiology and Infectious Disease,1
MU-170D,Fall,Behavioral and Cognitive Neuroscience,2
MU-170D,Spring,Behavioral and Cognitive Neuroscience,1
MU-202,Fall,Exercise Science,4
MU-202,Spring,Microbiology and Infectious Disease,2
MU-204,Fall,Anatomy and Physiology,16
MU-205,Spring,Anatomy and Physiology,4
MU-206,Fall,Microbiology and Infectious Disease,3
MU-206,Spring,Anatomy and Physiology,1
MU-217,Fall,Anatomy and Physiology,2
MU-218,Spring,Anatomy and Physiology,2
MU-227,Fall,Anatomy and Physiology,2
MU-228,Spring,Anatomy and Physiology,2
MU-232,Spring,Health Promotion,1
MU-272C,Fall,Exercise Science,1
MU-272C,Spring,Exercise Science,1
MU-272E,Fall,Anatomy and Physiology,1
MU-272H,Fall,Anatomy and Physiology,2
MU-272H,Spring,Anatomy and Physiology,1
MU-272I,Fall,Exercise Science,3
MU-272I,Spring,Exercise Science,2
MU-272P,Fall,Anatomy and Physiology,2
MU-272P,Spring,Anatomy and Physiology,1
MU-272Q,Fall,Anatomy and Physiology,1
MU-272S,Fall,Microbiology and Infectious Disease,2
MU-272S,Spring,Microbiology and Infectious Disease,1
MU-272V,Fall,Exercise Science,1
MU-274A,Fall,Cell and Molecular Neuroscience,2
MU-274A,Spring,Cell and Molecular Neuroscience,1
MU-274F,Fall,Exercise Science,3
MU-274F,Spring,Exercise Science,2
MU-275S,Fall,Microbiology and Infectious Disease,1
MU-275T,Fall,Anatomy and Physiology,2
MU-275T,Spring,Anatomy and Physiology,2
MU-302,Fall,Anatomy and Physiology,2
MU-302,Spring,Anatomy and Physiology,1
MU-304,Fall,Microbiology and Infectious Disease,3
MU-304,Spring,Microbiology and Infectious Disease,2
MU-305,Fall,Anatomy and Physiology,2
MU-305,Spring,Anatomy and Physiology,1
MU-309,Fall,Exercise Science,3
MU-309,Spring,Cell and Molecular Neuroscience,2
MU-310,Fall,Cell and Molecular Neuroscience,3
MU-310,Spring,Cell and Molecular Neuroscience,2
MU-333,Spring,Exercise Science,1
MU-333,Summer,Exercise Science,2
MU-334,Fall,Anatomy and Physiology,1
MU-342,Fall,Behavioral and Cognitive Neuroscience,1
MU-400,Fall,Anatomy and Physiology,2
MU-400,Spring,Anatomy and Physiology,1
MU-404,Fall,Microbiology and Infectious Disease,2
MU-404,Spring,Anatomy and Physiology,1
MU-407,Fall,Exercise Science,1
MU-407,Spring,Exercise Science,1
MU-408,Fall,Anatomy and Physiology,6
MU-408,Spring,Microbiology and Infectious Disease,3
MU-465,Fall,Exercise Science,2
MU-472T,Fall,Anatomy and Physiology,1
MU-496I,Spring,Microbiology and Infectious Disease,3
NB-192,Fall,Behavioral and Cognitive Neuroscience,82
NB-292,Spring,Behavioral and Cognitive Neuroscience,31
NB-399,Fall,Cell and Molecular Neuroscience,20
NB-399,Spring,Behavioral and Cognitive Neuroscience,16
NB-493,Fall,Behavioral and Cognitive Neuroscience,17
NB-493,Spring,Behavioral and Cognitive Neuroscience,4
NB-495,Spring,Behavioral and Cognitive Neuroscience,1
NB-499,Fall,Behavioral and Cognitive Neuroscience,17
NB-499,Spring,Behavioral and Cognitive Neuroscience,4
NR-120A,Fall,Environmental and Public Health,2
NR-130,Fall,Exercise Science,5
NR-130,Spring,Environmental and Public Health,1
NR-150,Fall,Health Promotion,4
NR-150,Spring,Exercise Science,7
NR-192,Fall,Exercise Science,1
NR-193,Spring,Exercise Science,1
NR-300,Fall,Exercise Science,1
NR-300,Spring,Health Promotion,1
NR-320,Fall,Exercise Science,1
NR-320,Spring,Behavioral and Cognitive Neuroscience,1
NR-320,Summer,Neuroscience,1
NR-370,Spring,Anatomy and Physiology,1
NRRT-231,Fall,Microbiology and Infectious Disease,1
NRRT-250,Fall,Microbiology and Infectious Disease,1
NRRT-262,Fall,Microbiology and Infectious Disease,1
NRRT-270,Fall,Exercise Science,1
NRRT-270,Spring,Exercise Science,1
NRRT-280A3,Spring,Exercise Science,1
NRRT-280A4,Spring,Anatomy and Physiology,1
NRRT-280A5,Fall,Exercise Science,1
NRRT-320,Summer,Exercise Science,1
NRRT-350,Fall,Exercise Science,2
NRRT-351,Spring,Anatomy and Physiology,1
NRRT-372,Spring,Health Promotion,1
NRRT-495A,Spring,Behavioral and Cognitive Neuroscience,1
NRRT-495C,Fall,Behavioral and Cognitive Neuroscience,1
NSCI-170,Fall,Exercise Science,1
NSCI-193,Fall,Exercise Science,1
NSCI-193,Spring,Behavioral and Cognitive Neuroscience,1
OT-110,Fall,Exercise Science,12
OT-110,Spring,Health Promotion,5
OT-215,Fall,Exercise Science,150
OT-215,Spring,Exercise Science,89
OT-215,Summer,Exercise Science,14
OT-355,Fall,Exercise Science,8
OT-355,Spring,Exercise Science,5
PBHL-516,Fall,Health Promotion,2
PBHL-550,Fall,Exercise Science,2
PBHL-560,Fall,Environmental and Public Health,1
PBHL-570,Fall,Environmental and Public Health,1
PH-110,Fall,Environmental and Public Health,1
PH-110,Spring,Health Promotion,2
PH-111,Fall,Environmental and Public Health,1
PH-111,Spring,Health Promotion,2
PH-121,Fall,Anatomy and Physiology,423
PH-121,Spring,Exercise Science,411
PH-121,Summer,Anatomy and Physiology,21
PH-122,Fall,Exercise Science,77
PH-122,Spring,Anatomy and Physiology,279
PH-122,Summer,Cell and Molecular Neuroscience,12
PH-141,Fall,Anatomy and Physiology,12
PH-141,Spring,Cell and Molecular Neuroscience,17
PH-141,Summer,Anatomy and Physiology,3
PH-142,Fall,Cell and Molecular Neuroscience,12
PH-142,Spring,Cell and Molecular Neuroscience,11
PHIL-100,Fall,Exercise Science,29
PHIL-100,Spring,Exercise Science,13
PHIL-100,Summer,Anatomy and Physiology,1
PHIL-103,Fall,Anatomy and Physiology,25
PHIL-103,Spring,Anatomy and Physiology,11
PHIL-103,Summer,Exercise Science,2
PHIL-110,Fall,Exercise Science,26
PHIL-110,Spring,Exercise Science,12
PHIL-110,Summer,Cell and Molecular Neuroscience,2
PHIL-120,Fall,Anatomy and Physiology,3
PHIL-120,Spring,Anatomy and Physiology,1
PHIL-170,Fall,Anatomy and Physiology,8
PHIL-170,Spring,Exercise Science,5
PHIL-170,Summer,Exercise Science,1
PHIL-171,Fall,Neuroscience,1
PHIL-171,Spring,Behavioral and Cognitive Neuroscience,1
PHIL-172,Fall,Anatomy and Physiology,2
PHIL-172,Spring,Exercise Science,2
PHIL-174,Fall,Behavioral and Cognitive Neuroscience,1
PHIL-174,Spring,Exercise Science,1
PHIL-201,Spring,Health Promotion,1
PHIL-205,Fall,Exercise Science,1
PHIL-210,Fall,Anatomy and Physiology,2
PHIL-210,Spring,Other,1
PHIL-300,Fall,Anatomy and Physiology,1
PHIL-301,Spring,Cell and Molecular Neuroscience,1
PHIL-303,Spring,Environmental and Public Health,1
PHIL-322,Summer,Environmental and Public Health,1
PHIL-325,Spring,Environmental and Public Health,1
PHIL-326,Fall,Environmental and Public Health,1
PHIL-345,Fall,Exercise Science,1
PHIL-345,Summer,Environmental and Public Health,1
PHIL-354,Spring,Environmental and Public Health,1
PHIL-360,Spring,Exercise Science,1
PHIL-411,Fall,Cell and Molecular Neuroscience,1
PHIL-425,Spring,Cell and Molecular Neuroscience,1
PHIL-438,Fall,Cell and Molecular Neuroscience,1
PHIL-447,Spring,Cell and Molecular Neuroscience,1
PHIL-525,Spring,Environmental and Public Health,1
PLUG-100,Fall,Health Promotion,12
PLUG-100,Spring,Health Promotion,7
POLS-101,Fall,Exercise Science,5
POLS-101,Spring,Exercise Science,2
POLS-103,Fall,Anatomy and Physiology,1
POLS-103,Spring,Exercise Science,1
POLS-131,Fall,Exercise Science,23
POLS-131,Spring,Exercise Science,15
POLS-131,Summer,Health Promotion,5
POLS-160,Fall,Exercise Science,2
POLS-232,Fall,Exercise Science,9
POLS-232,Spring,Anatomy and Physiology,7
POLS-241,Fall,Anatomy and Physiology,3
POLS-241,Spring,Exercise Science,3
POLS-302,Fall,Exercise Science,1
PSY-100,Fall,Exercise Science,441
PSY-100,Spring,Exercise Science,107
PSY-100,Summer,Anatomy and Physiology,11
PSY-121,Summer,Exercise Science,1
PSY-152,Fall,Health Promotion,3
PSY-152,Spring,Anatomy and Physiology,3
PSY-192,Fall,Exercise Science,4
PSY-192,Spring,Exercise Science,5
PSY-210,Fall,Behavioral and Cognitive Neuroscience,2
PSY-210,Spring,Cell and Molecular Neuroscience,2
PSY-210,Summer,Behavioral and Cognitive Neuroscience,1
PSY-250,Fall,Behavioral and Cognitive Neuroscience,54
PSY-250,Spring,Behavioral and Cognitive Neuroscience,22
PSY-250,Summer,Behavioral and Cognitive Neuroscience,9
PSY-252,Fall,Behavioral and Cognitive Neuroscience,50
PSY-252,Spring,Behavioral and Cognitive Neuroscience,49
PSY-252,Summer,Exercise Science,11
PSY-260,Spring,Exercise Science,9
PSY-292B,Spring,Cell and Molecular Neuroscience,1
PSY-292C,Fall,Behavioral and Cognitive Neuroscience,2
PSY-292C,Spring,Cell and Molecular Neuroscience,1
PSY-295,Fall,Behavioral and Cognitive Neuroscience,1
PSY-300,Fall,Exercise Science,3
PSY-300,Spring,Behavioral and Cognitive Neuroscience,1
PSY-300,Summer,Exercise Science,2
PSY-305,Summer,Health Promotion,1
PSY-315,Fall,Cell and Molecular Neuroscience,1
PSY-315,Spring,Exercise Science,1
PSY-315,Summer,Exercise Science,2
PSY-316,Fall,Anatomy and Physiology,1
PSY-316,Spring,Cell and Molecular Neuroscience,1
PSY-317,Spring,Cell and Molecular Neuroscience,1
PSY-317,Summer,Exercise Science,1
PSY-320,Fall,Exercise Science,41
PSY-320,Spring,Exercise Science,21
PSY-320,Summer,Exercise Science,60
PSY-325,Fall,Behavioral and Cognitive Neuroscience,1
PSY-325,Spring,Exercise Science,4
PSY-325,Summer,Exercise Science,3
PSY-327,Summer,Behavioral and Cognitive Neuroscience,1
PSY-328,Fall,Anatomy and Physiology,2
PSY-328,Spring,Exercise Science,2
PSY-328,Summer,Exercise Science,1
PSY-340,Fall,Exercise Science,1
PSY-341,Fall,Exercise Science,1
PSY-345,Fall,Health Promotion,2
PSY-350,Fall,Cell and Molecular Neuroscience,3
PSY-350,Summer,Exercise Science,1
PSY-352,Fall,Behavioral and Cognitive Neuroscience,18
PSY-370,Summer,Behavioral and Cognitive Neuroscience,1
PSY-384,Fall,Anatomy and Physiology,1
PSY-384,Spring,Exercise Science,3
PSY-437,Fall,Behavioral and Cognitive Neuroscience,1
PSY-452,Fall,Behavioral and Cognitive Neuroscience,18
PSY-452,Spring,Behavioral and Cognitive Neuroscience,6
PSY-452,Summer,Behavioral and Cognitive Neuroscience,5
PSY-453,Spring,Behavioral and Cognitive Neuroscience,1
PSY-454,Fall,Behavioral and Cognitive Neuroscience,15
PSY-454,Spring,Behavioral and Cognitive Neuroscience,11
PSY-454,Summer,Behavioral and Cognitive Neuroscience,6
PSY-455,Fall,Behavioral and Cognitive Neuroscience,11
PSY-455,Spring,Behavioral and Cognitive Neuroscience,7
PSY-456,Fall,Exercise Science,1
PSY-456,Spring,Behavioral and Cognitive Neuroscience,10
PSY-456,Summer,Behavioral and Cognitive Neuroscience,5
PSY-457,Fall,Behavioral and Cognitive Neuroscience,1
PSY-457,Spring,Behavioral and Cognitive Neuroscience,7
PSY-457,Summer,Behavioral and Cognitive Neuroscience,4
PSY-458,Fall,Behavioral and Cognitive Neuroscience,24
PSY-458,Spring,Behavioral and Cognitive Neuroscience,9
PSY-458,Summer,Behavioral and Cognitive Neuroscience,3
PSY-459,Fall,Behavioral and Cognitive Neuroscience,19
PSY-459,Spring,Behavioral and Cognitive Neuroscience,7
PSY-459,Summer,Behavioral and Cognitive Neuroscience,1
PSY-460,Spring,Cell and Molecular Neuroscience,1
PSY-465,Fall,Behavioral and Cognitive Neuroscience,1
PSY-492A,Fall,Exercise Science,1
PSY-492A,Spring,Cell and Molecular Neuroscience,1
PSY-493,Fall,Cell and Molecular Neuroscience,1
PSY-495B,Fall,Exercise Science,1
PSY-496B,Fall,Behavioral and Cognitive Neuroscience,2
PSY-496B,Spring,Behavioral and Cognitive Neuroscience,1
REL-360,Fall,Health Promotion,1
REL-360,Spring,Health Promotion,1
REL-360,Summer,Exercise Science,1
REL-430,Spring,Health Promotion,1
RRM-101,Spring,Health Promotion,1
RRM-280A1,Fall,Health Promotion,1
RRM-400,Fall,Health Promotion,2
RRM-400,Spring,Exercise Science,2
SA-482,Fall,Exercise Science,11
SA-482,Spring,Exercise Science,7
SA-482,Summer,Anatomy and Physiology,4
SOC-100,Fall,Anatomy and Physiology,34
SOC-100,Spring,Anatomy and Physiology,22
SOC-100,Summer,Anatomy and Physiology,3
SOC-105,Fall,Anatomy and Physiology,9
SOC-105,Spring,Health Promotion,4
SOC-105,Summer,Microbiology and Infectious Disease,1
SOC-205,Fall,Exercise Science,12
SOC-205,Spring,Exercise Science,4
SOC-220,Fall,Exercise Science,7
SOC-220,Spring,Exercise Science,6
SOC-220,Summer,Health Promotion,3
SOC-253,Fall,Anatomy and Physiology,4
SOC-253,Spring,Exercise Science,3
SOC-270,Fall,Environmental and Public Health,1
SOC-271,Fall,Anatomy and Physiology,3
SOC-301,Spring,Microbiology and Infectious Disease,1
SOC-301,Summer,Behavioral and Cognitive Neuroscience,1
SOC-302,Fall,Anatomy and Physiology,3
SOC-311,Fall,Anatomy and Physiology,1
SOC-311,Summer,Behavioral and Cognitive Neuroscience,1
SOC-324,Fall,Health Promotion,1
SOC-333,Fall,Behavioral and Cognitive Neuroscience,1
SOC-334,Fall,Behavioral and Cognitive Neuroscience,1
SOC-344,Spring,Anatomy and Physiology,1
SOC-352,Fall,Behavioral and Cognitive Neuroscience,1
SOC-356,Spring,Behavioral and Cognitive Neuroscience,1
SOC-357,Fall,Anatomy and Physiology,1
SOC-358,Spring,Anatomy and Physiology,1
SOC-372,Fall,Behavioral and Cognitive Neuroscience,1
SOC-372,Spring,Anatomy and Physiology,1
SOC-482A,Summer,Anatomy and Physiology,1
SOC-482B,Summer,Anatomy and Physiology,1
SOCR-171,Fall,Anatomy and Physiology,2
SOCR-200,Fall,Exercise Science,1
SOCR-240,Spring,Exercise Science,2
SOCR-301,Fall,Anatomy and Physiology,1
SOCR-320,Spring,Anatomy and Physiology,1
SOCR-330,Fall,Anatomy and Physiology,138
SOCR-330,Spring,Anatomy and Physiology,137
SOCR-455,Fall,Microbiology and Infectious Disease,1
SOWK-120,Fall,Anatomy and Physiology,1
SOWK-150,Fall,Health Promotion,2
SOWK-150,Spring,Exercise Science,1
SPCM-100,Fall,Exercise Science,78
SPCM-100,Spring,Exercise Science,49
SPCM-100,Summer,Health Promotion,5
SPCM-130,Fall,Exercise Science,4
SPCM-130,Spring,Health Promotion,6
SPCM-200,Fall,Exercise Science,252
SPCM-200,Spring,Exercise Science,107
SPCM-200,Summer,Exercise Science,28
SPCM-201,Fall,Behavioral and Cognitive Neuroscience,5
SPCM-201,Spring,Anatomy and Physiology,1
SPCM-207,Fall,Health Promotion,1
SPCM-232,Spring,Exercise Science,1
SPCM-331,Spring,Microbiology and Infectious Disease,1
SPCM-334,Spring,Exercise Science,1
SPCM-337,Fall,Anatomy and Physiology,1
SPCM-341,Fall,Health Promotion,1
SPCM-342,Fall,Health Promotion,1
SPCM-350,Fall,Exercise Science,2
SPCM-350,Spring,Anatomy and Physiology,2
SPCM-357,Fall,Anatomy and Physiology,2
SPCM-358B,Spring,Anatomy and Physiology,2
SPCM-358C,Fall,Anatomy and Physiology,2
SPCM-408,Fall,Exercise Science,1
SPCM-486B,Spring,Health Promotion,1
SPMT-201,Fall,Health Promotion,4
SPMT-201,Spring,Health Promotion,5
SPMT-240,Fall,Health Promotion,5
SPMT-314,Spring,Health Promotion,3
SPMT-339,Fall,Health Promotion,2
SPMT-339,Spring,Health Promotion,2
SPMT-487,Fall,Health Promotion,1
SPMT-487,Spring,Health Promotion,1
SPMT-487,Summer,Health Promotion,1
STAR-511,Spring,Microbiology and Infectious Disease,1
STAT-100,Fall,Neuroscience,1
STAT-100,Spring,Health Promotion,2
STAT-158,Spring,Behavioral and Cognitive Neuroscience,1
STAT-158,Summer,Anatomy and Physiology,1
STAT-192,Fall,Health Promotion,1
STAT-201,Fall,Health Promotion,118
STAT-201,Spring,Health Promotion,82
STAT-201,Summer,Health Promotion,12
STAT-204,Fall,Anatomy and Physiology,4
STAT-204,Spring,Exercise Science,2
STAT-301,Fall,Anatomy and Physiology,95
STAT-301,Spring,Anatomy and Physiology,58
STAT-301,Summer,Exercise Science,26
STAT-302A,Fall,Exercise Science,2
STAT-307,Fall,Anatomy and Physiology,28
STAT-307,Spring,Anatomy and Physiology,44
STAT-307,Summer,Microbiology and Infectious Disease,1
STAT-315,Fall,Anatomy and Physiology,1
STAT-315,Spring,Cell and Molecular Neuroscience,3
STAT-331,Fall,Behavioral and Cognitive Neuroscience,1
STAT-341,Fall,Behavioral and Cognitive Neuroscience,1
STAT-342,Spring,Behavioral and Cognitive Neuroscience,1
STAT-384,Spring,Microbiology and Infectious Disease,1
STAT-420,Fall,Cell and Molecular Neuroscience,1
STAT-460,Spring,Cell and Molecular Neuroscience,1
STAT-495,Fall,Health Promotion,1
TH-141,Fall,Exercise Science,8
TH-141,Spring,Health Promotion,3
TH-141,Summer,Health Promotion,3
TH-400,Fall,Exercise Science,1
TH-400,Spring,Exercise Science,1
VMBS-100,Fall,Anatomy and Physiology,814
VMBS-101,Summer,Anatomy and Physiology,1
VMBS-165,Spring,Anatomy and Physiology,5
VMBS-180A1,Summer,Anatomy and Physiology,2
VMBS-180A2,Spring,Anatomy and Physiology,3
VMBS-192,Fall,Anatomy and Physiology,29
VMBS-480A1,Fall,Cell and Molecular Neuroscience,1
VS-331,Fall,Microbiology and Infectious Disease,3
VS-331,Spring,Anatomy and Physiology,4
VS-331,Summer,Microbiology and Infectious Disease,1
VS-333,Fall,Anatomy and Physiology,1
VS-333,Spring,Microbiology and Infectious Disease,1
VS-495,Fall,Anatomy and Physiology,6
VS-495,Spring,Microbiology and Infectious Disease,3
VS-533,Spring,Other,1
WR-204,Spring,Exercise Science,1
WS-200,Fall,Anatomy and Physiology,5
WS-200,Spring,Health Promotion,4
WS-270,Fall,Exercise Science,2
WS-397,Fall,Microbiology and Infectious Disease,1
WS-472,Spring,Anatomy and Physiology,1
WS-495,Spring,Exercise Science,2
